Date,Portfolio_Return
2024-12-03,0.021950880431537607
2024-12-04,-0.005297770162561384
2024-12-05,0.0014788810029085031
2024-12-06,0.009626691580995227
2024-12-09,-0.024520742400382538
2024-12-10,-0.010990255861057356
2024-12-11,0.005926664034549758
2024-12-12,0.013828851642701284
2024-12-13,0.00765736180656309
2024-12-16,-0.004862132027823604
2024-12-17,-0.011332090102352522
2024-12-18,-0.04065238542487929
2024-12-19,0.009043128053204862
2024-12-20,0.03258320375410854
2024-12-23,-0.00035916040320910735
2024-12-24,0.014969332522989562
2024-12-26,9.744616110755636e-05
2024-12-27,-0.016852637819077226
2024-12-30,-0.009038320069926093
